"Sample","Population.Year","Year.Collected","pop","maprate"
"0765_SS17","SS17",2017,"SS",97.59
"0766_SS17","SS17",2017,"SS",97.71
"0767_SS17","SS17",2017,"SS",97.8
"0768_SS17","SS17",2017,"SS",97.46
"0817_SS17","SS17",2017,"SS",97.43
"0818_SS17","SS17",2017,"SS",97.62
"0819_SS17","SS17",2017,"SS",97.6
"0820_SS17","SS17",2017,"SS",97.54
"0821_SS17","SS17",2017,"SS",97.65
"0822_SS17","SS17",2017,"SS",97.35
"0823_SS17","SS17",2017,"SS",97.33
"0824_SS17","SS17",2017,"SS",97.35
"0937_SS17","SS17",2017,"SS",97.59
"0938_SS17","SS17",2017,"SS",97.76
"0939_SS17","SS17",2017,"SS",97.75
"0940_SS17","SS17",2017,"SS",97.79
"0941_SS17","SS17",2017,"SS",97.62
"0942_SS17","SS17",2017,"SS",97.6
"0943_SS17","SS17",2017,"SS",97.89
"0944_SS17","SS17",2017,"SS",97.49
"0945_SS17","SS17",2017,"SS",97.97
"0946_SS17","SS17",2017,"SS",97.78
"0947_SS17","SS17",2017,"SS",97.5
"0948_SS17","SS17",2017,"SS",97.66
"0949_SS17","SS17",2017,"SS",97.67
"0950_SS17","SS17",2017,"SS",97.82
"0951_SS17","SS17",2017,"SS",97.43
"0952_SS17","SS17",2017,"SS",97.37
"1185_SS17","SS17",2017,"SS",97.59
"1186_SS17","SS17",2017,"SS",97.62
"1187_SS17","SS17",2017,"SS",97.65
"1188_SS17","SS17",2017,"SS",97.72
"1189_SS17","SS17",2017,"SS",97.72
"1190_SS17","SS17",2017,"SS",97.72
"1191_SS17","SS17",2017,"SS",98.03
"1192_SS17","SS17",2017,"SS",97.45
"0393_SS96","SS96",1996,"SS",96.74
"0394_SS96","SS96",1996,"SS",95.68
"0395_SS96","SS96",1996,"SS",96.47
"0396_SS96","SS96",1996,"SS",96.79
"0397_SS96","SS96",1996,"SS",96.66
"0398_SS96","SS96",1996,"SS",95.53
"0399_SS96","SS96",1996,"SS",95.16
"0400_SS96","SS96",1996,"SS",96.48
"0481_SS96","SS96",1996,"SS",96.51
"0482_SS96","SS96",1996,"SS",96.6
"0483_SS96","SS96",1996,"SS",96.28
"0484_SS96","SS96",1996,"SS",96.58
"0485_SS96","SS96",1996,"SS",95.91
"0486_SS96","SS96",1996,"SS",96.7
"0487_SS96","SS96",1996,"SS",96.61
"0488_SS96","SS96",1996,"SS",96.3
"0625_SS96","SS96",1996,"SS",96.53
"0626_SS96","SS96",1996,"SS",95.56
"0627_SS96","SS96",1996,"SS",97.01
"0628_SS96","SS96",1996,"SS",96.64
"0629_SS96","SS96",1996,"SS",96.46
"0630_SS96","SS96",1996,"SS",96.98
"0631_SS96","SS96",1996,"SS",96.76
"0632_SS96","SS96",1996,"SS",96.43
"0721_SS96","SS96",1996,"SS",96.99
"0722_SS96","SS96",1996,"SS",96.85
"0723_SS96","SS96",1996,"SS",96.66
"0724_SS96","SS96",1996,"SS",97
"0725_SS96","SS96",1996,"SS",96.85
"0726_SS96","SS96",1996,"SS",96.47
"0727_SS96","SS96",1996,"SS",97.26
"0728_SS96","SS96",1996,"SS",96.74
"0777_SS96","SS96",1996,"SS",96.6
"0778_SS96","SS96",1996,"SS",96.34
"0779_SS96","SS96",1996,"SS",95.88
"0780_SS96","SS96",1996,"SS",96.24
"0781_SS96","SS96",1996,"SS",96.92
"0782_SS96","SS96",1996,"SS",96.19
"0783_SS96","SS96",1996,"SS",96.68
"0784_SS96","SS96",1996,"SS",96.08
"0801_SS96","SS96",1996,"SS",96.72
"0802_SS96","SS96",1996,"SS",96.58
"0803_SS96","SS96",1996,"SS",97.03
"0804_SS96","SS96",1996,"SS",96.36
"0805_SS96","SS96",1996,"SS",96.92
"0807_SS96","SS96",1996,"SS",96.58
"0808_SS96","SS96",1996,"SS",96.4
"0849_SS96","SS96",1996,"SS",96.65
"0850_SS96","SS96",1996,"SS",96.12
"0851_SS96","SS96",1996,"SS",96.46
"0852_SS96","SS96",1996,"SS",96.47
"0853_SS96","SS96",1996,"SS",96.67
"0854_SS96","SS96",1996,"SS",96.55
"0855_SS96","SS96",1996,"SS",96.89
"0856_SS96","SS96",1996,"SS",96.83
"0873_SS96","SS96",1996,"SS",95.87
"0874_SS96","SS96",1996,"SS",96.82
"0875_SS96","SS96",1996,"SS",95.78
"0876_SS96","SS96",1996,"SS",95.17
"0877_SS96","SS96",1996,"SS",95.85
"0878_SS96","SS96",1996,"SS",96.02
"0879_SS96","SS96",1996,"SS",96.66
"0880_SS96","SS96",1996,"SS",96.6
"0993_SS96","SS96",1996,"SS",95.55
"0994_SS96","SS96",1996,"SS",96.26
"0995_SS96","SS96",1996,"SS",96.69
"0996_SS96","SS96",1996,"SS",97.22
"0997_SS96","SS96",1996,"SS",95.95
"0998_SS96","SS96",1996,"SS",96.38
"0999_SS96","SS96",1996,"SS",97
"1000_SS96","SS96",1996,"SS",95.9
"1129_SS96","SS96",1996,"SS",97.18
"1130_SS96","SS96",1996,"SS",95.66
"1131_SS96","SS96",1996,"SS",95.96
"1132_SS96","SS96",1996,"SS",96.54
"1133_SS96","SS96",1996,"SS",96.63
"1134_SS96","SS96",1996,"SS",96.92
"1135_SS96","SS96",1996,"SS",97.2
"0425_TB06","TB06",2006,"TB",97.83
"0426_TB06","TB06",2006,"TB",97.76
"0427_TB06","TB06",2006,"TB",97.76
"0428_TB06","TB06",2006,"TB",97.89
"0429_TB06","TB06",2006,"TB",97.76
"0430_TB06","TB06",2006,"TB",97.78
"0431_TB06","TB06",2006,"TB",97.75
"0432_TB06","TB06",2006,"TB",98.06
"0489_TB06","TB06",2006,"TB",97.64
"0490_TB06","TB06",2006,"TB",97.45
"0491_TB06","TB06",2006,"TB",97.71
"0492_TB06","TB06",2006,"TB",97.59
"0493_TB06","TB06",2006,"TB",97.57
"0494_TB06","TB06",2006,"TB",97.54
"0495_TB06","TB06",2006,"TB",97.66
"0496_TB06","TB06",2006,"TB",97.58
"0641_TB06","TB06",2006,"TB",97.89
"0642_TB06","TB06",2006,"TB",97.83
"0643_TB06","TB06",2006,"TB",97.84
"0644_TB06","TB06",2006,"TB",97.93
"0645_TB06","TB06",2006,"TB",97.8
"0646_TB06","TB06",2006,"TB",97.7
"0647_TB06","TB06",2006,"TB",97.71
"0648_TB06","TB06",2006,"TB",97.67
"0713_TB06","TB06",2006,"TB",97.3
"0714_TB06","TB06",2006,"TB",97.68
"0715_TB06","TB06",2006,"TB",97.7
"0716_TB06","TB06",2006,"TB",97.79
"0717_TB06","TB06",2006,"TB",97.76
"0718_TB06","TB06",2006,"TB",97.79
"0719_TB06","TB06",2006,"TB",97.8
"0720_TB06","TB06",2006,"TB",97.79
"0745_TB06","TB06",2006,"TB",98.01
"0889_TB06","TB06",2006,"TB",97.72
"0890_TB06","TB06",2006,"TB",97.65
"0891_TB06","TB06",2006,"TB",97.53
"0921_TB06","TB06",2006,"TB",97.76
"0922_TB06","TB06",2006,"TB",97.75
"0923_TB06","TB06",2006,"TB",97.55
"0924_TB06","TB06",2006,"TB",97.67
"0925_TB06","TB06",2006,"TB",97.88
"0926_TB06","TB06",2006,"TB",97.69
"0927_TB06","TB06",2006,"TB",97.62
"0928_TB06","TB06",2006,"TB",97.57
"1081_TB06","TB06",2006,"TB",97.86
"1082_TB06","TB06",2006,"TB",98.03
"1083_TB06","TB06",2006,"TB",98.02
"1084_TB06","TB06",2006,"TB",97.74
"1085_TB06","TB06",2006,"TB",97.94
"1086_TB06","TB06",2006,"TB",97.96
"1087_TB06","TB06",2006,"TB",98.17
"1088_TB06","TB06",2006,"TB",97.77
"0385_TB17","TB17",2017,"TB",97.68
"0386_TB17","TB17",2017,"TB",97.57
"0387_TB17","TB17",2017,"TB",97.49
"0388_TB17","TB17",2017,"TB",97.68
"0389_TB17","TB17",2017,"TB",97.24
"0390_TB17","TB17",2017,"TB",97.53
"0391_TB17","TB17",2017,"TB",97.24
"0392_TB17","TB17",2017,"TB",97.29
"0633_TB17","TB17",2017,"TB",97.63
"0634_TB17","TB17",2017,"TB",97.67
"0635_TB17","TB17",2017,"TB",97.81
"0636_TB17","TB17",2017,"TB",97.81
"0637_TB17","TB17",2017,"TB",97.46
"0638_TB17","TB17",2017,"TB",97.37
"0639_TB17","TB17",2017,"TB",97.58
"0640_TB17","TB17",2017,"TB",97.46
"1041_TB17","TB17",2017,"TB",97.82
"1042_TB17","TB17",2017,"TB",97.57
"1043_TB17","TB17",2017,"TB",98.1
"1044_TB17","TB17",2017,"TB",97.6
"1045_TB17","TB17",2017,"TB",97.57
"1046_TB17","TB17",2017,"TB",97.68
"1047_TB17","TB17",2017,"TB",97.45
"1048_TB17","TB17",2017,"TB",97.44
"1065_TB17","TB17",2017,"TB",97.46
"1066_TB17","TB17",2017,"TB",97.9
"1067_TB17","TB17",2017,"TB",97.61
"1068_TB17","TB17",2017,"TB",97.98
"1069_TB17","TB17",2017,"TB",97.95
"1070_TB17","TB17",2017,"TB",97.72
"1071_TB17","TB17",2017,"TB",97.65
"1072_TB17","TB17",2017,"TB",97.85
"1089_TB17","TB17",2017,"TB",97.74
"1090_TB17","TB17",2017,"TB",96.83
"1091_TB17","TB17",2017,"TB",97.25
"1092_TB17","TB17",2017,"TB",97.53
"1093_TB17","TB17",2017,"TB",97.41
"1094_TB17","TB17",2017,"TB",97.15
"1095_TB17","TB17",2017,"TB",96.72
"1096_TB17","TB17",2017,"TB",97.24
"1121_TB17","TB17",2017,"TB",97.45
"1122_TB17","TB17",2017,"TB",97.85
"1123_TB17","TB17",2017,"TB",97.65
"1124_TB17","TB17",2017,"TB",97.52
"1125_TB17","TB17",2017,"TB",97.48
"1126_TB17","TB17",2017,"TB",97.45
"1127_TB17","TB17",2017,"TB",97.8
"1128_TB17","TB17",2017,"TB",97.49
"1137_TB17","TB17",2017,"TB",97.23
"1138_TB17","TB17",2017,"TB",97.25
"1139_TB17","TB17",2017,"TB",97.31
"1140_TB17","TB17",2017,"TB",97.28
"1141_TB17","TB17",2017,"TB",97.54
"1142_TB17","TB17",2017,"TB",97.64
"1143_TB17","TB17",2017,"TB",97.29
"1144_TB17","TB17",2017,"TB",97.23
"1161_TB17","TB17",2017,"TB",97.53
"1162_TB17","TB17",2017,"TB",97.34
"1163_TB17","TB17",2017,"TB",97.21
"1164_TB17","TB17",2017,"TB",97.35
"1165_TB17","TB17",2017,"TB",97.25
"1166_TB17","TB17",2017,"TB",97.19
"1167_TB17","TB17",2017,"TB",97.45
"1168_TB17","TB17",2017,"TB",97.31
"1177_TB17","TB17",2017,"TB",97.74
"1178_TB17","TB17",2017,"TB",97.97
"1179_TB17","TB17",2017,"TB",97.5
"1180_TB17","TB17",2017,"TB",97.72
"1181_TB17","TB17",2017,"TB",97.57
"1182_TB17","TB17",2017,"TB",97.58
"1183_TB17","TB17",2017,"TB",97.2
"1184_TB17","TB17",2017,"TB",97.1
"0342_TB91","TB91",1991,"TB",97.65
"0343_TB91","TB91",1991,"TB",97.14
"0344_TB91","TB91",1991,"TB",97.37
"0417_TB91","TB91",1991,"TB",96.74
"0418_TB91","TB91",1991,"TB",97.08
"0419_TB91","TB91",1991,"TB",96.63
"0420_TB91","TB91",1991,"TB",97.16
"0421_TB91","TB91",1991,"TB",96.6
"0422_TB91","TB91",1991,"TB",97.09
"0423_TB91","TB91",1991,"TB",96.95
"0424_TB91","TB91",1991,"TB",96.81
"0513_TB91","TB91",1991,"TB",97.25
"0514_TB91","TB91",1991,"TB",96.87
"0515_TB91","TB91",1991,"TB",96.87
"0516_TB91","TB91",1991,"TB",97.14
"0517_TB91","TB91",1991,"TB",96.55
"0518_TB91","TB91",1991,"TB",96.62
"0519_TB91","TB91",1991,"TB",96.33
"0520_TB91","TB91",1991,"TB",96.83
"0689_TB91","TB91",1991,"TB",97.1
"0690_TB91","TB91",1991,"TB",97.23
"0691_TB91","TB91",1991,"TB",96.66
"0692_TB91","TB91",1991,"TB",97.14
"0693_TB91","TB91",1991,"TB",96.78
"0695_TB91","TB91",1991,"TB",96.82
"0696_TB91","TB91",1991,"TB",96.98
"0857_TB91","TB91",1991,"TB",97.16
"0858_TB91","TB91",1991,"TB",96.93
"0859_TB91","TB91",1991,"TB",96.96
"0860_TB91","TB91",1991,"TB",97.41
"0861_TB91","TB91",1991,"TB",97.09
"0862_TB91","TB91",1991,"TB",96.94
"0863_TB91","TB91",1991,"TB",96.26
"0864_TB91","TB91",1991,"TB",97.02
"0881_TB91","TB91",1991,"TB",97.33
"0882_TB91","TB91",1991,"TB",94.97
"0883_TB91","TB91",1991,"TB",96.66
"0884_TB91","TB91",1991,"TB",97.09
"0885_TB91","TB91",1991,"TB",97.2
"0886_TB91","TB91",1991,"TB",96.45
"0887_TB91","TB91",1991,"TB",96.83
"0888_TB91","TB91",1991,"TB",96.7
"0897_TB91","TB91",1991,"TB",96.95
"0898_TB91","TB91",1991,"TB",97.02
"0899_TB91","TB91",1991,"TB",96.93
"0900_TB91","TB91",1991,"TB",96.68
"0901_TB91","TB91",1991,"TB",96.72
"0902_TB91","TB91",1991,"TB",96.54
"0903_TB91","TB91",1991,"TB",95.87
"0904_TB91","TB91",1991,"TB",96.47
"1049_TB91","TB91",1991,"TB",97.56
"1050_TB91","TB91",1991,"TB",97.33
"1051_TB91","TB91",1991,"TB",97.58
"1052_TB91","TB91",1991,"TB",97.39
"1053_TB91","TB91",1991,"TB",97.19
"1054_TB91","TB91",1991,"TB",97.12
"1055_TB91","TB91",1991,"TB",96.96
"1056_TB91","TB91",1991,"TB",97.16
"1153_TB91","TB91",1991,"TB",97.13
"1154_TB91","TB91",1991,"TB",96.9
"1155_TB91","TB91",1991,"TB",96.59
"1156_TB91","TB91",1991,"TB",96.18
"1157_TB91","TB91",1991,"TB",96.64
"1158_TB91","TB91",1991,"TB",97.12
"1159_TB91","TB91",1991,"TB",97.2
"1160_TB91","TB91",1991,"TB",96.83
"1193_TB91","TB91",1991,"TB",96.66
"1194_TB91","TB91",1991,"TB",96.89
"1195_TB91","TB91",1991,"TB",97.52
"1196_TB91","TB91",1991,"TB",96.83
"1197_TB91","TB91",1991,"TB",96.51
"1198_TB91","TB91",1991,"TB",96.66
"1199_TB91","TB91",1991,"TB",97.19
"1200_TB91","TB91",1991,"TB",96.84
"0529_TB96","TB96",1996,"TB",97.12
"0530_TB96","TB96",1996,"TB",96.88
"0531_TB96","TB96",1996,"TB",97.19
"0532_TB96","TB96",1996,"TB",97.63
"0533_TB96","TB96",1996,"TB",96.97
"0534_TB96","TB96",1996,"TB",96.71
"0535_TB96","TB96",1996,"TB",96.82
"0536_TB96","TB96",1996,"TB",96.88
"0537_TB96","TB96",1996,"TB",97.43
"0538_TB96","TB96",1996,"TB",97
"0539_TB96","TB96",1996,"TB",96.44
"0540_TB96","TB96",1996,"TB",96.53
"0541_TB96","TB96",1996,"TB",96.96
"0542_TB96","TB96",1996,"TB",97.1
"0543_TB96","TB96",1996,"TB",96.65
"0544_TB96","TB96",1996,"TB",95.13
"0617_TB96","TB96",1996,"TB",96.32
"0618_TB96","TB96",1996,"TB",97.38
"0619_TB96","TB96",1996,"TB",96.98
"0620_TB96","TB96",1996,"TB",97.19
"0621_TB96","TB96",1996,"TB",96.97
"0622_TB96","TB96",1996,"TB",96.56
"0623_TB96","TB96",1996,"TB",96.31
"0624_TB96","TB96",1996,"TB",96.83
"0729_TB96","TB96",1996,"TB",96.89
"0730_TB96","TB96",1996,"TB",96.75
"0731_TB96","TB96",1996,"TB",96.45
"0732_TB96","TB96",1996,"TB",96.64
"0733_TB96","TB96",1996,"TB",96.9
"0734_TB96","TB96",1996,"TB",97.03
"0735_TB96","TB96",1996,"TB",97.11
"0736_TB96","TB96",1996,"TB",96.96
"0865_TB96","TB96",1996,"TB",96.79
"0866_TB96","TB96",1996,"TB",97.15
"0867_TB96","TB96",1996,"TB",96.91
"0868_TB96","TB96",1996,"TB",97.33
"0869_TB96","TB96",1996,"TB",96.92
"0870_TB96","TB96",1996,"TB",94.89
"0871_TB96","TB96",1996,"TB",97.17
"0872_TB96","TB96",1996,"TB",97.38
"1002_TB96","TB96",1996,"TB",98.14
"1004_TB96","TB96",1996,"TB",97.83
"1005_TB96","TB96",1996,"TB",97.58
"1006_TB96","TB96",1996,"TB",97.53
"1007_TB96","TB96",1996,"TB",97.75
"1008_TB96","TB96",1996,"TB",96.65
"1009_TB96","TB96",1996,"TB",97.49
"1010_TB96","TB96",1996,"TB",97.61
"1011_TB96","TB96",1996,"TB",97.27
"1012_TB96","TB96",1996,"TB",97.61
"1013_TB96","TB96",1996,"TB",96.62
"1014_TB96","TB96",1996,"TB",97.5
"1015_TB96","TB96",1996,"TB",97.52
"1016_TB96","TB96",1996,"TB",96.49
"1062_TB96","TB96",1996,"TB",96.4
"1063_TB96","TB96",1996,"TB",97.76
"1064_TB96","TB96",1996,"TB",97.25
"1209_TB96","TB96",1996,"TB",97.62
"1210_TB96","TB96",1996,"TB",97.87
"1211_TB96","TB96",1996,"TB",97.6
"1212_TB96","TB96",1996,"TB",97.09
"1213_TB96","TB96",1996,"TB",97.17
"1214_TB96","TB96",1996,"TB",97.43
"1215_TB96","TB96",1996,"TB",97.82
"1216_TB96","TB96",1996,"TB",97.54
"1225_TB96","TB96",1996,"TB",97.16
"1226_TB96","TB96",1996,"TB",97.2
"1227_TB96","TB96",1996,"TB",97.41
"1228_TB96","TB96",1996,"TB",97.52
"1229_TB96","TB96",1996,"TB",97.12
"1230_TB96","TB96",1996,"TB",97.01
"1231_TB96","TB96",1996,"TB",97.06
"1232_TB96","TB96",1996,"TB",97.47
"0345_WA17","WA17",2017,"WA",97.72
"0346_WA17","WA17",2017,"WA",97.9
"0347_WA17","WA17",2017,"WA",97.88
"0348_WA17","WA17",2017,"WA",97.85
"0349_WA17","WA17",2017,"WA",97.86
"0350_WA17","WA17",2017,"WA",97.68
"0351_WA17","WA17",2017,"WA",97.72
"0352_WA17","WA17",2017,"WA",97.48
"0593_WA17","WA17",2017,"WA",97.6
"0594_WA17","WA17",2017,"WA",97.66
"0595_WA17","WA17",2017,"WA",97.64
"0596_WA17","WA17",2017,"WA",97.63
"0597_WA17","WA17",2017,"WA",97.58
"0598_WA17","WA17",2017,"WA",97.48
"0599_WA17","WA17",2017,"WA",97.4
"0600_WA17","WA17",2017,"WA",97.49
"0657_WA17","WA17",2017,"WA",98.02
"0658_WA17","WA17",2017,"WA",98.06
"0659_WA17","WA17",2017,"WA",98.08
"0660_WA17","WA17",2017,"WA",98.08
"0661_WA17","WA17",2017,"WA",98
"0662_WA17","WA17",2017,"WA",97.99
"0663_WA17","WA17",2017,"WA",98.17
"0664_WA17","WA17",2017,"WA",97.95
"0673_WA17","WA17",2017,"WA",97.73
"0674_WA17","WA17",2017,"WA",97.73
"0675_WA17","WA17",2017,"WA",97.85
"0676_WA17","WA17",2017,"WA",97.62
"0677_WA17","WA17",2017,"WA",97.91
"0678_WA17","WA17",2017,"WA",97.71
"0679_WA17","WA17",2017,"WA",97.6
"0680_WA17","WA17",2017,"WA",97.77
"0705_WA17","WA17",2017,"WA",97.67
"0706_WA17","WA17",2017,"WA",97.74
"0707_WA17","WA17",2017,"WA",97.83
"0708_WA17","WA17",2017,"WA",97.78
"0709_WA17","WA17",2017,"WA",97.81
"0710_WA17","WA17",2017,"WA",97.82
"0711_WA17","WA17",2017,"WA",97.89
"0712_WA17","WA17",2017,"WA",97.41
"0793_WA17","WA17",2017,"WA",97.59
"0794_WA17","WA17",2017,"WA",97.97
"0795_WA17","WA17",2017,"WA",97.81
"0796_WA17","WA17",2017,"WA",97.79
"0797_WA17","WA17",2017,"WA",97.77
"0798_WA17","WA17",2017,"WA",97.6
"0799_WA17","WA17",2017,"WA",97.65
"0800_WA17","WA17",2017,"WA",97.6
"0833_WA17","WA17",2017,"WA",97.45
"0834_WA17","WA17",2017,"WA",97.22
"0835_WA17","WA17",2017,"WA",97.56
"0836_WA17","WA17",2017,"WA",97.61
"0837_WA17","WA17",2017,"WA",97.55
"0838_WA17","WA17",2017,"WA",97.28
"0839_WA17","WA17",2017,"WA",97.48
"0840_WA17","WA17",2017,"WA",97.48
"1169_WA17","WA17",2017,"WA",97.66
"1170_WA17","WA17",2017,"WA",97.47
"1171_WA17","WA17",2017,"WA",97.63
"1172_WA17","WA17",2017,"WA",97.73
"1173_WA17","WA17",2017,"WA",97.63
"1174_WA17","WA17",2017,"WA",97.49
"1175_WA17","WA17",2017,"WA",97.68
"1176_WA17","WA17",2017,"WA",97.33
"1217_WA17","WA17",2017,"WA",97.69
"1218_WA17","WA17",2017,"WA",97.64
"1219_WA17","WA17",2017,"WA",97.73
"1220_WA17","WA17",2017,"WA",97.64
"1221_WA17","WA17",2017,"WA",97.68
"1222_WA17","WA17",2017,"WA",97.55
"1223_WA17","WA17",2017,"WA",97.57
"1224_WA17","WA17",2017,"WA",97.62
